"txn_id","uid","approver_uid","points","time_stamp","changed","status","description","reference","expirydate","expired","parent_txn_id","tid","entity_id","entity_type","operation"
"1","1750","0","100","1634651324","1634651324","0","Startpakket punten",NULL,"0","0","0","0","0",NULL,"Toevoegen"
"2","1750","0","-5","1634651405","1634651405","0","Oefening fout opgelost",NULL,"0","0","0","0","2","quiz_result","Aftrekken"
"3","1750","0","5","1634651409","1634651409","0","Oefening juist opgelost zonder hulp",NULL,"0","0","0","0","2","quiz_result","Toevoegen"
"4","1","0","-5","1635936430","1635936430","0","Oefening fout opgelost",NULL,"0","0","0","0","4","quiz_result","Aftrekken"
"5","1","0","5","1635936437","1635936437","0","Oefening juist opgelost zonder hulp",NULL,"0","0","0","0","4","quiz_result","Toevoegen"
"6","1","0","5","1639743181","1639743181","0","Oefening juist opgelost zonder hulp",NULL,"0","0","0","0","8","quiz_result","Toevoegen"
"7","1","0","5","1639743542","1639743542","0","Oefening juist opgelost zonder hulp",NULL,"0","0","0","0","9","quiz_result","Toevoegen"
"8","1","0","-5","1639743554","1639743554","0","Oefening fout opgelost",NULL,"0","0","0","0","9","quiz_result","Aftrekken"
"9","1","0","-5","1639746621","1639746621","0","Oefening fout opgelost",NULL,"0","0","0","0","10","quiz_result","Aftrekken"
"10","1","0","5","1639747339","1639747339","0","Oefening juist opgelost zonder hulp",NULL,"0","0","0","0","11","quiz_result","Toevoegen"
"11","1","0","5","1639747377","1639747377","0","Oefening juist opgelost zonder hulp",NULL,"0","0","0","0","11","quiz_result","Toevoegen"
"28","1","0","-5","1639994722","1639994722","0","Oefening fout opgelost",NULL,"0","0","0","0","18","quiz_result","Aftrekken"
"37","1","0","5","1644937464","1644937464","0","Oefening juist opgelost zonder hulp",NULL,"0","0","0","0","28","quiz_result","Toevoegen"
"38","1","0","5","1644937478","1644937478","0","Oefening juist opgelost zonder hulp",NULL,"0","0","0","0","28","quiz_result","Toevoegen"
"39","1","0","5","1644937483","1644937483","0","Oefening juist opgelost zonder hulp",NULL,"0","0","0","0","28","quiz_result","Toevoegen"
"40","1","0","5","1644937621","1644937621","0","Oefening juist opgelost zonder hulp",NULL,"0","0","0","0","38","quiz_result","Toevoegen"
"41","1","0","-5","1644937635","1644937635","0","Oefening fout opgelost",NULL,"0","0","0","0","38","quiz_result","Aftrekken"
"42","1","0","-5","1644938074","1644938074","0","Oefening fout opgelost",NULL,"0","0","0","0","38","quiz_result","Aftrekken"
"43","1","0","-5","1644938109","1644938109","0","Oefening fout opgelost",NULL,"0","0","0","0","38","quiz_result","Aftrekken"
"44","1","0","5","1644938174","1644938174","0","Oefening juist opgelost zonder hulp",NULL,"0","0","0","0","38","quiz_result","Toevoegen"
"45","1","0","5","1644938707","1644938707","0","Oefening juist opgelost zonder hulp",NULL,"0","0","0","0","39","quiz_result","Toevoegen"
"46","1","0","-5","1644938716","1644938716","0","Oefening fout opgelost",NULL,"0","0","0","0","39","quiz_result","Aftrekken"
"47","1","0","5","1644938730","1644938730","0","Oefening juist opgelost zonder hulp",NULL,"0","0","0","0","39","quiz_result","Toevoegen"
"48","1","0","-5","1644938967","1644938967","0","Oefening fout opgelost",NULL,"0","0","0","0","41","quiz_result","Aftrekken"
"49","1","0","-5","1644938968","1644938968","0","Oefening fout opgelost",NULL,"0","0","0","0","41","quiz_result","Aftrekken"
"50","1","0","5","1644938971","1644938971","0","Oefening juist opgelost zonder hulp",NULL,"0","0","0","0","41","quiz_result","Toevoegen"
"56","1","0","5","1644939339","1644939339","0","Oefening juist opgelost zonder hulp",NULL,"0","0","0","0","49","quiz_result","Toevoegen"
"57","1","0","-5","1644939521","1644939521","0","Oefening fout opgelost",NULL,"0","0","0","0","50","quiz_result","Aftrekken"
"58","1","0","5","1644939560","1644939560","0","Oefening juist opgelost zonder hulp",NULL,"0","0","0","0","50","quiz_result","Toevoegen"
"59","1","0","5","1644939603","1644939603","0","Oefening juist opgelost zonder hulp",NULL,"0","0","0","0","51","quiz_result","Toevoegen"
"68","1","0","-5","1645020277","1645020277","0","Oefening fout opgelost",NULL,"0","0","0","0","61","quiz_result","Aftrekken"
"69","1","0","-5","1645020281","1645020281","0","Oefening fout opgelost",NULL,"0","0","0","0","61","quiz_result","Aftrekken"
"70","1","0","5","1645020283","1645020283","0","Oefening juist opgelost zonder hulp",NULL,"0","0","0","0","61","quiz_result","Toevoegen"
"71","1","0","-5","1645020295","1645020295","0","Oefening fout opgelost",NULL,"0","0","0","0","61","quiz_result","Aftrekken"
"72","1","0","5","1645020300","1645020300","0","Oefening juist opgelost zonder hulp",NULL,"0","0","0","0","61","quiz_result","Toevoegen"
"73","1","0","-5","1645020305","1645020305","0","Oefening fout opgelost",NULL,"0","0","0","0","61","quiz_result","Aftrekken"
"74","1","0","5","1645020308","1645020308","0","Oefening juist opgelost zonder hulp",NULL,"0","0","0","0","61","quiz_result","Toevoegen"
"101","1","0","5","1645106370","1645106370","0","Oefening juist opgelost zonder hulp",NULL,"0","0","0","0","75","quiz_result","Toevoegen"
"332","1","0","26","1646060158","1646060158","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"333","1","0","26","1646060170","1646060170","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"334","1","0","22","1646060176","1646060176","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"335","1","0","127","1646060181","1646060181","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"336","1","0","9","1646060404","1646060404","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"337","1","0","11","1646060409","1646060409","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"338","1","0","10","1646060417","1646060417","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"339","1","0","-198","1646060421","1646060421","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"340","1","0","18","1646060554","1646060554","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"341","1","0","18","1646060563","1646060563","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"342","1","0","22","1646060568","1646060568","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"343","1","0","18","1646060574","1646060574","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"344","1","0","-142","1646060764","1646060764","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"345","1","0","64","1646060770","1646060770","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"346","1","0","17","1646060776","1646060776","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"347","1","0","25","1646060781","1646060781","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"418","1","0","33","1646400920","1646400920","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"419","1","0","19","1646400932","1646400932","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"420","1","0","-146","1646400935","1646400935","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"421","1","0","56","1646400941","1646400941","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"543","1","0","57","1647020034","1647020034","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"544","1","0","29","1647020124","1647020124","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"545","1","0","32","1647020132","1647020132","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"546","1","0","-152","1647020138","1647020138","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"547","1","0","-113","1647023542","1647023542","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"548","1","0","-63","1647023544","1647023544","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"549","1","0","121","1647023545","1647023545","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"550","1","0","64","1647023550","1647023550","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"551","1","0","-123","1647023554","1647023554","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"552","1","0","89","1647023556","1647023556","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"553","1","0","68","1647023561","1647023561","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"572","1","0","-120","1647024840","1647024840","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"573","1","0","91","1647024846","1647024846","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"574","1","0","55","1647024851","1647024851","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"575","1","0","-120","1647024855","1647024855","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"576","1","0","91","1647024857","1647024857","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"577","1","0","53","1647024860","1647024860","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"578","1","0","48","1647334163","1647334163","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"579","1","0","-121","1647334169","1647334169","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"580","1","0","-70","1647334172","1647334172","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"581","1","0","118","1647334176","1647334176","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"582","1","0","-105","1647334183","1647334183","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"583","1","0","101","1647334184","1647334184","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"584","1","0","36","1647334191","1647334191","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"585","1","0","-123","1647349551","1647349551","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"586","1","0","-71","1647349553","1647349553","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"587","1","0","118","1647349557","1647349557","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"588","1","0","55","1647349563","1647349563","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"589","1","0","-107","1647349572","1647349572","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"590","1","0","-60","1647349574","1647349574","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"591","1","0","123","1647349577","1647349577","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"592","1","0","88","1647349584","1647349584","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"593","1","0","-114","1647350347","1647350347","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"594","1","0","-64","1647350349","1647350349","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"595","1","0","-39","1647350352","1647350352","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"596","1","0","133","1647350354","1647350354","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"597","1","0","-88","1647350366","1647350366","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"598","1","0","-50","1647350368","1647350368","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"599","1","0","-33","1647350370","1647350370","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"600","1","0","-24","1647350372","1647350372","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"601","1","0","141","1647350374","1647350374","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"602","1","0","-77","1647350381","1647350381","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"603","1","0","-45","1647350383","1647350383","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"604","1","0","130","1647350385","1647350385","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"605","1","0","-226","1647350390","1647350390","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"620","1","0","47","1647449243","1647449243","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"621","1","0","38","1647449252","1647449252","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"622","1","0","-130","1647449295","1647449295","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"623","1","0","81","1647449298","1647449298","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"624","1","0","-62","1647449305","1647449305","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"625","1","0","48","1647505995","1647505995","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"626","1","0","38","1647506003","1647506003","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"627","1","0","-127","1647506009","1647506009","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"628","1","0","-75","1647506011","1647506011","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"629","1","0","116","1647506013","1647506013","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"630","1","0","-45","1647506017","1647506017","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"631","1","0","-44","1647507439","1647507439","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"657","1","0","-119","1647521371","1647521371","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"658","1","0","92","1647521374","1647521374","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"659","1","0","61","1647521447","1647521447","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"660","1","0","35","1647521463","1647521463","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"661","1","0","29","1647521468","1647521468","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"666","1","0","44","1647522041","1647522041","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"667","1","0","-137","1647522045","1647522045","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"668","1","0","71","1647522047","1647522047","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"669","1","0","-99","1647522052","1647522052","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"670","1","0","-55","1647522054","1647522054","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"671","1","0","-35","1647522056","1647522056","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"672","1","0","134","1647522058","1647522058","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"673","1","0","-43","1647522062","1647522062","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"674","1","0","45","1647524516","1647524516","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"675","1","0","32","1647524549","1647524549","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"676","1","0","28","1647524555","1647524555","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"677","1","0","-45","1647524559","1647524559","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"678","1","0","49","1647524586","1647524586","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"679","1","0","22","1647524590","1647524590","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"680","1","0","34","1647524595","1647524595","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"681","1","0","46","1647524600","1647524600","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"682","1","0","56","1647524626","1647524626","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"683","1","0","43","1647524630","1647524630","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"684","1","0","31","1647524634","1647524634","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"685","1","0","51","1647524638","1647524638","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"686","1","0","-111","1647524707","1647524707","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"687","1","0","-62","1647524709","1647524709","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"688","1","0","-38","1647524712","1647524712","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"689","1","0","-27","1647524714","1647524714","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"690","1","0","-21","1647524716","1647524716","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"691","1","0","143","1647524718","1647524718","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"692","1","0","65","1647524727","1647524727","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"693","1","0","65","1647524734","1647524734","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"694","1","0","-126","1647524763","1647524763","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"695","1","0","-74","1647524765","1647524765","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"696","1","0","-43","1647524767","1647524767","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"697","1","0","130","1647524769","1647524769","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"698","1","0","-112","1647524775","1647524775","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"699","1","0","97","1647524778","1647524778","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"700","1","0","-95","1647524784","1647524784","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"701","1","0","-53","1647524786","1647524786","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"702","1","0","126","1647524788","1647524788","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"703","1","0","-49","1647524793","1647524793","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"704","1","0","46","1647524837","1647524837","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"705","1","0","35","1647524844","1647524844","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"706","1","0","32","1647524853","1647524853","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"707","1","0","-68","1647524857","1647524857","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"708","1","0","33","1647524904","1647524904","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"709","1","0","52","1647524909","1647524909","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"710","1","0","36","1647524914","1647524914","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"711","1","0","34","1647524918","1647524918","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"712","1","0","54","1647524932","1647524932","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"713","1","0","33","1647524938","1647524938","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"714","1","0","50","1647524944","1647524944","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"715","1","0","76","1647524948","1647524948","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"751","1839","0","1500","1647776913","1647776913","0","Startpakket punten",NULL,"0","0","0","0","0",NULL,"Toevoegen"
"752","1839","0","120","1647776917","1647776917","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"753","1840","0","1500","1647776949","1647776949","0","Startpakket punten",NULL,"0","0","0","0","0",NULL,"Toevoegen"
"762","1845","0","1500","1647777299","1647777299","0","Startpakket punten",NULL,"0","0","0","0","0",NULL,"Toevoegen"
"763","1845","0","133","1647777302","1647777302","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"764","1839","0","38","1647777393","1647777393","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"765","1839","0","32","1647777397","1647777397","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"766","1839","0","36","1647777401","1647777401","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"767","1839","0","-52","1647777405","1647777405","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"768","1839","0","32","1647777597","1647777597","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"769","1839","0","-103","1647777603","1647777603","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"770","1839","0","-57","1647777604","1647777604","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"788","1840","0","41","1647779139","1647779139","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"789","1840","0","45","1647779143","1647779143","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"790","1840","0","-132","1647779148","1647779148","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"791","1840","0","80","1647779151","1647779151","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"792","1840","0","-47","1647779154","1647779154","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"793","1840","0","-121","1647779245","1647779245","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"794","1840","0","90","1647779249","1647779249","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"795","1840","0","56","1647779257","1647779257","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"796","1840","0","-122","1647779264","1647779264","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"797","1840","0","-71","1647779267","1647779267","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"798","1840","0","118","1647779271","1647779271","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"799","1840","0","14","1647779274","1647779274","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"800","1845","0","62","1647779335","1647779335","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"801","1845","0","-137","1647779339","1647779339","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"802","1845","0","72","1647779342","1647779342","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"803","1845","0","-126","1647779347","1647779347","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"804","1845","0","-74","1647779349","1647779349","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"805","1845","0","117","1647779352","1647779352","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"806","1845","0","58","1647780025","1647780025","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"807","1845","0","-127","1647780030","1647780030","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"808","1845","0","85","1647780032","1647780032","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"809","1845","0","34","1647780036","1647780036","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"810","1839","0","-114","1647782730","1647782730","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"811","1839","0","-64","1647782774","1647782774","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"812","1839","0","-39","1647782810","1647782810","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"813","1839","0","-27","1647782814","1647782814","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"814","1839","0","139","1647782818","1647782818","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"815","1839","0","-87","1647782901","1647782901","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"816","1839","0","-49","1647782973","1647782973","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"817","1839","0","-116","1647783063","1647783063","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"818","1839","0","-65","1647783089","1647783089","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"819","1839","0","-40","1647783093","1647783093","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"820","1839","0","-28","1647783105","1647783105","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"821","1839","0","-21","1647783107","1647783107","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"822","1839","0","-17","1647783109","1647783109","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"823","1845","0","42","1647783146","1647783146","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"824","1845","0","35","1647783150","1647783150","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"825","1845","0","-135","1647783166","1647783166","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"826","1845","0","75","1647783168","1647783168","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"827","1845","0","-109","1647783312","1647783312","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"828","1845","0","100","1647783316","1647783316","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"829","1845","0","55","1647783450","1647783450","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"830","1845","0","-116","1647783454","1647783454","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"831","1845","0","-66","1647783508","1647783508","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"832","1845","0","-40","1647783570","1647783570","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"833","1845","0","132","1647783576","1647783576","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"834","1840","0","-113","1647783614","1647783614","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"835","1840","0","-110","1647783722","1647783722","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"836","1840","0","99","1647783728","1647783728","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"837","1845","0","-98","1647783776","1647783776","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"838","1845","0","-54","1647783784","1647783784","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"839","1845","0","-35","1647783786","1647783786","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"849","1845","0","49","1647784108","1647784108","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"850","1845","0","-120","1647784116","1647784116","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"851","1845","0","91","1647784120","1647784120","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"852","1845","0","48","1647784128","1647784128","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"853","1845","0","-128","1647784167","1647784167","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"854","1845","0","83","1647784174","1647784174","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"890","1840","0","35","1647785061","1647785061","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"891","1840","0","42","1647785065","1647785065","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"892","1840","0","35","1647785068","1647785068","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"893","1840","0","57","1647785073","1647785073","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"894","1839","0","70","1647785100","1647785100","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"895","1839","0","-100","1647785106","1647785106","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"896","1839","0","-56","1647785108","1647785108","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"897","1839","0","-35","1647785110","1647785110","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"898","1839","0","134","1647785112","1647785112","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"899","1839","0","-76","1647785118","1647785118","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"900","1839","0","-44","1647785120","1647785120","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"901","1839","0","130","1647785123","1647785123","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"902","1839","0","31","1647785130","1647785130","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"945","1840","0","62","1647851855","1647851855","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"946","1840","0","-114","1647851867","1647851867","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"947","1840","0","-64","1647851870","1647851870","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"948","1840","0","-39","1647851873","1647851873","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"949","1840","0","133","1647851874","1647851874","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"950","1840","0","39","1647851885","1647851885","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"951","1840","0","30","1647851891","1647851891","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"952","1845","0","-107","1647851927","1647851927","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"953","1845","0","100","1647851929","1647851929","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"954","1845","0","53","1647851937","1647851937","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"955","1845","0","41","1647851942","1647851942","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"956","1839","0","60","1647851965","1647851965","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"957","1839","0","-118","1647851970","1647851970","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"958","1839","0","93","1647851972","1647851972","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"959","1839","0","49","1647851978","1647851978","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"960","1839","0","-24","1647851983","1647851983","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"961","1","0","39","1647859421","1647859421","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"962","1845","0","51","1647859447","1647859447","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
"963","1845","0","-124","1647859474","1647859474","0",NULL,NULL,"0","0","0","0","0",NULL,NULL
